name,name_lower,firstinitial_lower,firstname_lower,lastname_lower,position_description,position_description_cleaned,value,birth_date,birth_year,birth_month,age,playing_country
Giuseppe Cuomo,giuseppe cuomo,g,giuseppe,cuomo,Centre-Back,Defender,900000.0,1998-02-02,1998,2,22,Italy
Vladimir Golemic,vladimir golemic,v,vladimir,golemic,Centre-Back,Defender,810000.0,1991-06-28,1991,6,29,Serbia
Luca Marrone,luca marrone,l,luca,marrone,Centre-Back,Defender,675000.0,1990-03-28,1990,3,30,Italy
Marcos Curado,marcos curado,m,marcos,curado,Centre-Back,Defender,360000.0,1995-05-09,1995,5,25,Argentina
Gabriele Bellodi,gabriele bellodi,g,gabriele,bellodi,Centre-Back,Defender,270000.0,2000-09-02,2000,9,19,Italy
Guillaume Gigliotti,guillaume gigliotti,g,guillaume,gigliotti,Centre-Back,Defender,225000.0,1989-11-09,1989,11,30,France
Nicolás Spolli,nicolas spolli,n,nicolas,spolli,Centre-Back,Defender,180000.0,1983-02-20,1983,2,37,Argentina
Federico Panza,federico panza,f,federico,panza,Centre-Back,Defender,45000.0,2001-08-04,2001,8,19,Italy
Antonio Mazzotta,antonio mazzotta,a,antonio,mazzotta,Left-Back,Defender,270000.0,1989-08-02,1989,8,31,Italy
Alessandro Garattoni,alessandro garattoni,a,alessandro,garattoni,Right-Back,Defender,90000.0,1998-01-23,1998,1,22,Italy
Aristóteles Romero,aristoteles romero,a,aristoteles,romero,Defensive Midfield,Midfielder,180000.0,1995-10-18,1995,10,24,Venezuela
Ahmad Benali,ahmad benali,a,ahmad,benali,Central Midfield,Midfielder,2250000.0,1992-02-07,1992,2,28,Libya
Andrea Barberis,andrea barberis,a,andrea,barberis,Central Midfield,Midfielder,1530000.0,1993-12-11,1993,12,26,Italy
Niccolò Zanellato,niccolo zanellato,n,niccolo,zanellato,Central Midfield,Midfielder,1530000.0,1998-06-24,1998,6,22,Italy
Giovanni Crociata,giovanni crociata,g,giovanni,crociata,Central Midfield,Midfielder,990000.0,1997-08-11,1997,8,23,Italy
Alberto Gerbo,alberto gerbo,a,alberto,gerbo,Central Midfield,Midfielder,360000.0,1989-11-09,1989,11,30,Italy
Tomislav Gomelt,tomislav gomelt,t,tomislav,gomelt,Central Midfield,Midfielder,180000.0,1995-01-07,1995,1,25,Croatia
Salvatore Molina,salvatore molina,s,salvatore,molina,Right Midfield,Midfielder,810000.0,1992-01-01,1992,1,28,Italy
Jean Lambert Evan's Allan,jean lambert evan's allan,j,jean,allan,Left Midfield,Midfielder,180000.0,1998-12-17,1998,12,21,France
Francesco Rodio,francesco rodio,f,francesco,rodio,Left Midfield,Midfielder,68000.0,2001-04-05,2001,4,19,Italy
Junior Messias,junior messias,j,junior,messias,Right Winger,Forward,900000.0,1991-05-13,1991,5,29,Brazil
Marko Jankovic,marko jankovic,m,marko,jankovic,Right Winger,Forward,720000.0,1995-07-09,1995,7,25,Montenegro
Mattia Mustacchio,mattia mustacchio,m,mattia,mustacchio,Right Winger,Forward,540000.0,1989-05-17,1989,5,31,Italy
Giuseppe Borello,giuseppe borello,g,giuseppe,borello,Right Winger,Forward,270000.0,1999-04-28,1999,4,21,Italy
Zak Ruggiero,zak ruggiero,z,zak,ruggiero,Second Striker,Forward,90000.0,2001-01-09,2001,1,19,Italy
Simy,simy,s,simy,simy,Centre-Forward,Forward,2250000.0,1992-05-07,1992,5,28,Nigeria
Samuel Armenteros,samuel armenteros,s,samuel,armenteros,Centre-Forward,Forward,900000.0,1990-05-27,1990,5,30,Sweden
Maxi López,maxi lopez,m,maxi,lopez,Centre-Forward,Forward,180000.0,1984-04-03,1984,4,36,Argentina
Simone Scuffet,simone scuffet,s,simone,scuffet,Goalkeeper,Goalkeeper,1080000.0,1996-05-31,1996,5,24,Italy
Titas Krapikas,titas krapikas,t,titas,krapikas,Goalkeeper,Goalkeeper,315000.0,1999-01-03,1999,1,21,Lithuania
Axel Desjardins,axel desjardins,a,axel,desjardins,Goalkeeper,Goalkeeper,68000.0,2000-01-13,2000,1,20,Canada
Martin Erlic,martin erlic,m,martin,erlic,Centre-Back,Defender,1980000.0,1998-01-24,1998,1,22,Croatia
Elio Capradossi,elio capradossi,e,elio,capradossi,Centre-Back,Defender,1260000.0,1996-03-11,1996,3,24,Italy
Riccardo Marchizza,riccardo marchizza,r,riccardo,marchizza,Centre-Back,Defender,810000.0,1998-03-26,1998,3,22,Italy
Claudio Terzi,claudio terzi,c,claudio,terzi,Centre-Back,Defender,270000.0,1984-06-19,1984,6,36,Italy
Juan Ramos,juan ramos,j,juan,ramos,Left-Back,Defender,315000.0,1996-09-01,1996,9,23,Uruguay
Luigi Vitale,luigi vitale,l,luigi,vitale,Left-Back,Defender,293000.0,1987-10-05,1987,10,32,Italy
Simone Bastoni,simone bastoni,s,simone,bastoni,Left-Back,Defender,180000.0,1996-11-05,1996,11,23,Italy
Salva Ferrer,salva ferrer,s,salva,ferrer,Right-Back,Defender,675000.0,1998-01-21,1998,1,22,Spain
Luca Vignali,luca vignali,l,luca,vignali,Right-Back,Defender,405000.0,1996-01-11,1996,1,24,Italy
Matteo Ricci,matteo ricci,m,matteo,ricci,Defensive Midfield,Midfielder,720000.0,1994-05-27,1994,5,26,Italy
Tobias Reinhart,tobias reinhart,t,tobias,reinhart,Defensive Midfield,Midfielder,135000.0,2000-05-21,2000,5,20,Argentina
Giulio Maggiore,giulio maggiore,g,giulio,maggiore,Central Midfield,Midfielder,1350000.0,1998-03-12,1998,3,22,Italy
Paolo Bartolomei,paolo bartolomei,p,paolo,bartolomei,Central Midfield,Midfielder,720000.0,1989-08-22,1989,8,31,Italy
Luca Mora,luca mora,l,luca,mora,Central Midfield,Midfielder,495000.0,1988-05-10,1988,5,32,Italy
Gennaro Acampora,gennaro acampora,g,gennaro,acampora,Central Midfield,Midfielder,360000.0,1994-03-29,1994,3,26,Italy
Alessandro Bordin,alessandro bordin,a,alessandro,bordin,Central Midfield,Midfielder,158000.0,1998-08-01,1998,8,22,Italy
Michael D'Eramo,michael d'eramo,m,michael,d'eramo,Central Midfield,Midfielder,135000.0,1999-08-13,1999,8,21,Italy
Daniel Boloca,daniel boloca,d,daniel,boloca,Central Midfield,Midfielder,68000.0,1998-12-22,1998,12,21,Italy
Emmanuel Gyasi,emmanuel gyasi,e,emmanuel,gyasi,Left Winger,Forward,900000.0,1994-01-11,1994,1,26,Ghana
Antonino Ragusa,antonino ragusa,a,antonino,ragusa,Left Winger,Forward,630000.0,1990-03-27,1990,3,30,Italy
Antonio Di Gaudio,antonio di gaudio,a,antonio,gaudio,Left Winger,Forward,540000.0,1989-08-16,1989,8,31,Italy
Federico Ricci,federico ricci,f,federico,ricci,Right Winger,Forward,990000.0,1994-05-27,1994,5,26,Italy
Giuseppe Mastinu,giuseppe mastinu,g,giuseppe,mastinu,Right Winger,Forward,360000.0,1991-10-09,1991,10,28,Italy
M'Bala Nzola,m'bala nzola,m,m'bala,nzola,Centre-Forward,Forward,810000.0,1996-08-18,1996,8,24,France
Andrej Galabinov,andrej galabinov,a,andrej,galabinov,Centre-Forward,Forward,360000.0,1988-11-13,1988,11,31,Bulgaria
Sveinn Aron Gudjohnsen,sveinn aron gudjohnsen,s,sveinn,gudjohnsen,Centre-Forward,Forward,360000.0,1998-05-12,1998,5,22,Iceland
Manuel Neuer,manuel neuer,m,manuel,neuer,Goalkeeper,Goalkeeper,13050000.0,1986-03-27,1986,3,34,Germany
Alexander Nübel,alexander nubel,a,alexander,nubel,Goalkeeper,Goalkeeper,8550000.0,1996-09-30,1996,9,23,Germany
Sven Ulreich,sven ulreich,s,sven,ulreich,Goalkeeper,Goalkeeper,3150000.0,1988-08-03,1988,8,32,Germany
Ron-Thorben Hoffmann,ron-thorben hoffmann,r,ron-thorben,hoffmann,Goalkeeper,Goalkeeper,225000.0,1999-04-04,1999,4,21,Germany
David Alaba,david alaba,d,david,alaba,Centre-Back,Defender,58500000.0,1992-06-24,1992,6,28,Austria
Lucas Hernández,lucas hernandez,l,lucas,hernandez,Centre-Back,Defender,50400000.0,1996-02-14,1996,2,24,France
Niklas Süle,niklas sule,n,niklas,sule,Centre-Back,Defender,43200000.0,1995-09-03,1995,9,24,Germany
Jérôme Boateng,jerome boateng,j,jerome,boateng,Centre-Back,Defender,10800000.0,1988-09-03,1988,9,31,Germany
Tanguy Nianzou,tanguy nianzou,t,tanguy,nianzou,Centre-Back,Defender,9900000.0,2002-06-07,2002,6,18,France
Alphonso Davies,alphonso davies,a,alphonso,davies,Left-Back,Defender,54000000.0,2000-11-02,2000,11,19,Canada
Benjamin Pavard,benjamin pavard,b,benjamin,pavard,Right-Back,Defender,36000000.0,1996-03-28,1996,3,24,France
Joshua Kimmich,joshua kimmich,j,joshua,kimmich,Defensive Midfield,Midfielder,67500000.0,1995-02-08,1995,2,25,Germany
Javi Martínez,javi martinez,j,javi,martinez,Defensive Midfield,Midfielder,11700000.0,1988-09-02,1988,9,31,Spain
Adrian Fein,adrian fein,a,adrian,fein,Defensive Midfield,Midfielder,4500000.0,1999-03-18,1999,3,21,Germany
Leon Goretzka,leon goretzka,l,leon,goretzka,Central Midfield,Midfielder,45000000.0,1995-02-06,1995,2,25,Germany
Thiago,thiago,t,thiago,thiago,Central Midfield,Midfielder,43200000.0,1991-04-11,1991,4,29,Spain
Corentin Tolisso,corentin tolisso,c,corentin,tolisso,Central Midfield,Midfielder,22950000.0,1994-08-03,1994,8,26,France
Michaël Cuisance,michael cuisance,m,michael,cuisance,Central Midfield,Midfielder,9000000.0,1999-08-16,1999,8,21,France
Philippe Coutinho,philippe coutinho,p,philippe,coutinho,Attacking Midfield,Midfielder,50400000.0,1992-06-12,1992,6,28,Brazil
Leroy Sané,leroy sane,l,leroy,sane,Left Winger,Forward,72000000.0,1996-01-11,1996,1,24,Germany
Kingsley Coman,kingsley coman,k,kingsley,coman,Left Winger,Forward,36000000.0,1996-06-13,1996,6,24,France
Ivan Perisic,ivan perisic,i,ivan,perisic,Left Winger,Forward,15750000.0,1989-02-02,1989,2,31,Croatia
Oliver Batista Meier,oliver batista meier,o,oliver,meier,Left Winger,Forward,1350000.0,2001-02-16,2001,2,19,Germany
Serge Gnabry,serge gnabry,s,serge,gnabry,Right Winger,Forward,64800000.0,1995-07-14,1995,7,25,Germany
Leon Dajaku,leon dajaku,l,leon,dajaku,Right Winger,Forward,2070000.0,2001-04-12,2001,4,19,Germany
Thomas Müller,thomas muller,t,thomas,muller,Second Striker,Forward,27000000.0,1989-09-13,1989,9,30,Germany
Robert Lewandowski,robert lewandowski,r,robert,lewandowski,Centre-Forward,Forward,50400000.0,1988-08-21,1988,8,32,Poland
Joshua Zirkzee,joshua zirkzee,j,joshua,zirkzee,Centre-Forward,Forward,8100000.0,2001-05-22,2001,5,19,Netherlands
Fiete Arp,fiete arp,f,fiete,arp,Centre-Forward,Forward,1800000.0,2000-01-06,2000,1,20,Germany
Roman Bürki,roman burki,r,roman,burki,Goalkeeper,Goalkeeper,9900000.0,1990-11-14,1990,11,29,Switzerland
Marwin Hitz,marwin hitz,m,marwin,hitz,Goalkeeper,Goalkeeper,1800000.0,1987-09-18,1987,9,32,Switzerland
Luca Unbehaun,luca unbehaun,l,luca,unbehaun,Goalkeeper,Goalkeeper,315000.0,2001-02-27,2001,2,19,Germany
Dan-Axel Zagadou,dan-axel zagadou,d,dan-axel,zagadou,Centre-Back,Defender,28350000.0,1999-06-03,1999,6,21,France
Mats Hummels,mats hummels,m,mats,hummels,Centre-Back,Defender,21600000.0,1988-12-16,1988,12,31,Germany
Manuel Akanji,manuel akanji,m,manuel,akanji,Centre-Back,Defender,18000000.0,1995-07-19,1995,7,25,Switzerland
Nico Schulz,nico schulz,n,nico,schulz,Left-Back,Defender,10800000.0,1993-04-01,1993,4,27,Germany
Marcel Schmelzer,marcel schmelzer,m,marcel,schmelzer,Left-Back,Defender,1260000.0,1988-01-22,1988,1,32,Germany
Thomas Meunier,thomas meunier,t,thomas,meunier,Right-Back,Defender,21600000.0,1991-09-12,1991,9,28,Belgium
Mateu Morey,mateu morey,m,mateu,morey,Right-Back,Defender,2700000.0,2000-03-02,2000,3,20,Spain
Lukasz Piszczek,lukasz piszczek,l,lukasz,piszczek,Right-Back,Defender,1800000.0,1985-06-03,1985,6,35,Poland
Felix Passlack,felix passlack,f,felix,passlack,Right-Back,Defender,1170000.0,1998-05-29,1998,5,22,Germany
Emre Can,emre can,e,emre,can,Defensive Midfield,Midfielder,21600000.0,1994-01-12,1994,1,26,Germany
Axel Witsel,axel witsel,a,axel,witsel,Defensive Midfield,Midfielder,19350000.0,1989-01-12,1989,1,31,Belgium
Tobias Raschl,tobias raschl,t,tobias,raschl,Defensive Midfield,Midfielder,810000.0,2000-02-21,2000,2,20,Germany
Julian Brandt,julian brandt,j,julian,brandt,Central Midfield,Midfielder,36000000.0,1996-05-02,1996,5,24,Germany
Thomas Delaney,thomas delaney,t,thomas,delaney,Central Midfield,Midfielder,15750000.0,1991-09-03,1991,9,28,Denmark
Jude Bellingham,jude bellingham,j,jude,bellingham,Central Midfield,Midfielder,9900000.0,2003-06-29,2003,6,17,England
Mahmoud Dahoud,mahmoud dahoud,m,mahmoud,dahoud,Central Midfield,Midfielder,5850000.0,1996-01-01,1996,1,24,Germany
Raphaël Guerreiro,raphael guerreiro,r,raphael,guerreiro,Left Midfield,Midfielder,31500000.0,1993-12-22,1993,12,26,Portugal
Marco Reus,marco reus,m,marco,reus,Attacking Midfield,Midfielder,22500000.0,1989-05-31,1989,5,31,Germany
Reinier,reinier,r,reinier,reinier,Attacking Midfield,Midfielder,20250000.0,2002-01-19,2002,1,18,Brazil
Giovanni Reyna,giovanni reyna,g,giovanni,reyna,Attacking Midfield,Midfielder,13500000.0,2002-11-13,2002,11,17,United States
Sergio Gómez,sergio gomez,s,sergio,gomez,Attacking Midfield,Midfielder,2070000.0,2000-09-04,2000,9,19,Spain
Immanuel Pherai,immanuel pherai,i,immanuel,pherai,Attacking Midfield,Midfielder,720000.0,2001-04-25,2001,4,19,Netherlands
Thorgan Hazard,thorgan hazard,t,thorgan,hazard,Left Winger,Forward,28800000.0,1993-03-29,1993,3,27,Belgium
Jadon Sancho,jadon sancho,j,jadon,sancho,Right Winger,Forward,105300000.0,2000-03-25,2000,3,20,England
Marius Wolf,marius wolf,m,marius,wolf,Right Winger,Forward,5850000.0,1995-05-27,1995,5,25,Germany
Erling Haaland,erling haaland,e,erling,haaland,Centre-Forward,Forward,64800000.0,2000-07-21,2000,7,20,Norway
Youssoufa Moukoko,youssoufa moukoko,y,youssoufa,moukoko,Centre-Forward,Forward,,2004-11-20,2004,11,15,Germany
Péter Gulácsi,peter gulacsi,p,peter,gulacsi,Goalkeeper,Goalkeeper,8550000.0,1990-05-06,1990,5,30,Hungary
Josep Martínez,josep martinez,j,josep,martinez,Goalkeeper,Goalkeeper,2070000.0,1998-05-27,1998,5,22,Spain
Philipp Tschauner,philipp tschauner,p,philipp,tschauner,Goalkeeper,Goalkeeper,293000.0,1985-11-03,1985,11,34,Germany
Tim Schreiber,tim schreiber,t,tim,schreiber,Goalkeeper,Goalkeeper,,2002-04-24,2002,4,18,Germany
Dayot Upamecano,dayot upamecano,d,dayot,upamecano,Centre-Back,Defender,40500000.0,1998-10-27,1998,10,21,France
Ibrahima Konaté,ibrahima konate,i,ibrahima,konate,Centre-Back,Defender,36450000.0,1999-05-25,1999,5,21,France
Lukas Klostermann,lukas klostermann,l,lukas,klostermann,Centre-Back,Defender,31500000.0,1996-06-03,1996,6,24,Germany
Willi Orban,willi orban,w,willi,orban,Centre-Back,Defender,14400000.0,1992-11-03,1992,11,27,Hungary
Marcel Halstenberg,marcel halstenberg,m,marcel,halstenberg,Left-Back,Defender,18000000.0,1991-09-27,1991,9,28,Germany
Nordi Mukiele,nordi mukiele,n,nordi,mukiele,Right-Back,Defender,18000000.0,1997-11-01,1997,11,22,France
Benjamin Henrichs,benjamin henrichs,b,benjamin,henrichs,Right-Back,Defender,10800000.0,1997-02-23,1997,2,23,Germany
Tyler Adams,tyler adams,t,tyler,adams,Defensive Midfield,Midfielder,12600000.0,1999-02-14,1999,2,21,United States
Konrad Laimer,konrad laimer,k,konrad,laimer,Central Midfield,Midfielder,25200000.0,1997-05-27,1997,5,23,Austria
Kevin Kampl,kevin kampl,k,kevin,kampl,Central Midfield,Midfielder,15750000.0,1990-10-09,1990,10,29,Slovenia
Amadou Haidara,amadou haidara,a,amadou,haidara,Central Midfield,Midfielder,13950000.0,1998-01-31,1998,1,22,Mali
Christopher Nkunku,christopher nkunku,c,christopher,nkunku,Attacking Midfield,Midfielder,29700000.0,1997-11-14,1997,11,22,France
Dani Olmo,dani olmo,d,dani,olmo,Attacking Midfield,Midfielder,28350000.0,1998-05-07,1998,5,22,Spain
Emil Forsberg,emil forsberg,e,emil,forsberg,Left Winger,Forward,20250000.0,1991-10-23,1991,10,28,Sweden
Ademola Lookman,ademola lookman,a,ademola,lookman,Left Winger,Forward,12150000.0,1997-10-20,1997,10,22,England
Marcel Sabitzer,marcel sabitzer,m,marcel,sabitzer,Right Winger,Forward,31500000.0,1994-03-17,1994,3,26,Austria
Fabrice Hartmann,fabrice hartmann,f,fabrice,hartmann,Right Winger,Forward,315000.0,2001-03-02,2001,3,19,Germany
Yussuf Poulsen,yussuf poulsen,y,yussuf,poulsen,Centre-Forward,Forward,21600000.0,1994-06-15,1994,6,26,Denmark
Hee-chan Hwang,hee-chan hwang,h,hee-chan,hwang,Centre-Forward,Forward,13500000.0,1996-01-26,1996,1,24,"Korea, South"
Jean-Kévin Augustin,jean-kevin augustin,j,jean-kevin,augustin,Centre-Forward,Forward,8550000.0,1997-06-16,1997,6,23,France
Dennis Borkowski,dennis borkowski,d,dennis,borkowski,Centre-Forward,Forward,270000.0,2002-01-26,2002,1,18,Germany
Lukas Hradecky,lukas hradecky,l,lukas,hradecky,Goalkeeper,Goalkeeper,7200000.0,1989-11-24,1989,11,30,Finland
Lennart Grill,lennart grill,l,lennart,grill,Goalkeeper,Goalkeeper,1350000.0,1999-01-25,1999,1,21,Germany
Niklas Lomb,niklas lomb,n,niklas,lomb,Goalkeeper,Goalkeeper,225000.0,1993-07-28,1993,7,27,Germany
Jonathan Tah,jonathan tah,j,jonathan,tah,Centre-Back,Defender,21600000.0,1996-02-11,1996,2,24,Germany
Edmond Tapsoba,edmond tapsoba,e,edmond,tapsoba,Centre-Back,Defender,19800000.0,1999-02-02,1999,2,21,Burkina Faso
Panagiotis Retsos,panagiotis retsos,p,panagiotis,retsos,Centre-Back,Defender,7200000.0,1998-08-09,1998,8,22,Greece
Sven Bender,sven bender,s,sven,bender,Centre-Back,Defender,6300000.0,1989-04-27,1989,4,31,Germany
Tin Jedvaj,tin jedvaj,t,tin,jedvaj,Centre-Back,Defender,6300000.0,1995-11-28,1995,11,24,Croatia
Aleksandar Dragovic,aleksandar dragovic,a,aleksandar,dragovic,Centre-Back,Defender,4680000.0,1991-03-06,1991,3,29,Austria
Wendell,wendell,w,wendell,wendell,Left-Back,Defender,9000000.0,1993-07-20,1993,7,27,Brazil
Daley Sinkgraven,daley sinkgraven,d,daley,sinkgraven,Left-Back,Defender,4320000.0,1995-07-04,1995,7,25,Netherlands
Mitchell Weiser,mitchell weiser,m,mitchell,weiser,Right-Back,Defender,7200000.0,1994-04-21,1994,4,26,Germany
Lars Bender,lars bender,l,lars,bender,Right-Back,Defender,6300000.0,1989-04-27,1989,4,31,Germany
Julian Baumgartlinger,julian baumgartlinger,j,julian,baumgartlinger,Defensive Midfield,Midfielder,2160000.0,1988-01-02,1988,1,32,Austria
Kerem Demirbay,kerem demirbay,k,kerem,demirbay,Central Midfield,Midfielder,21600000.0,1993-07-03,1993,7,27,Germany
Exequiel Palacios,exequiel palacios,e,exequiel,palacios,Central Midfield,Midfielder,16200000.0,1998-10-05,1998,10,21,Argentina
Charles Aránguiz,charles aranguiz,c,charles,aranguiz,Central Midfield,Midfielder,10800000.0,1989-04-17,1989,4,31,Chile
Kai Havertz,kai havertz,k,kai,havertz,Attacking Midfield,Midfielder,72900000.0,1999-06-11,1999,6,21,Germany
Nadiem Amiri,nadiem amiri,n,nadiem,amiri,Attacking Midfield,Midfielder,14400000.0,1996-10-27,1996,10,23,Germany
Moussa Diaby,moussa diaby,m,moussa,diaby,Left Winger,Forward,28800000.0,1999-07-07,1999,7,21,France
Leon Bailey,leon bailey,l,leon,bailey,Left Winger,Forward,26550000.0,1997-08-09,1997,8,23,Jamaica
Paulinho,paulinho,p,paulinho,paulinho,Left Winger,Forward,12150000.0,2000-07-15,2000,7,20,Brazil
Karim Bellarabi,karim bellarabi,k,karim,bellarabi,Right Winger,Forward,10800000.0,1990-04-08,1990,4,30,Germany
Florian Wirtz,florian wirtz,f,florian,wirtz,Right Winger,Forward,9000000.0,2003-05-03,2003,5,17,Germany
Kevin Volland,kevin volland,k,kevin,volland,Centre-Forward,Forward,25200000.0,1992-07-30,1992,7,28,Germany
Lucas Alario,lucas alario,l,lucas,alario,Centre-Forward,Forward,12150000.0,1992-10-08,1992,10,27,Argentina
Joel Pohjanpalo,joel pohjanpalo,j,joel,pohjanpalo,Centre-Forward,Forward,1800000.0,1994-09-13,1994,9,25,Finland
Yann Sommer,yann sommer,y,yann,sommer,Goalkeeper,Goalkeeper,8550000.0,1988-12-17,1988,12,31,Switzerland
Tobias Sippel,tobias sippel,t,tobias,sippel,Goalkeeper,Goalkeeper,360000.0,1988-03-22,1988,3,32,Germany
Max Grün,max grun,m,max,grun,Goalkeeper,Goalkeeper,135000.0,1987-04-05,1987,4,33,Germany
Jan Olschowsky,jan olschowsky,j,jan,olschowsky,Goalkeeper,Goalkeeper,90000.0,2001-11-18,2001,11,18,Germany
Matthias Ginter,matthias ginter,m,matthias,ginter,Centre-Back,Defender,25200000.0,1994-01-19,1994,1,26,Germany
Nico Elvedi,nico elvedi,n,nico,elvedi,Centre-Back,Defender,25200000.0,1996-09-30,1996,9,23,Switzerland
Tony Jantschke,tony jantschke,t,tony,jantschke,Centre-Back,Defender,2160000.0,1990-04-07,1990,4,30,Germany
Mamadou Doucouré,mamadou doucoure,m,mamadou,doucoure,Centre-Back,Defender,405000.0,1998-05-21,1998,5,22,France
Ramy Bensebaini,ramy bensebaini,r,ramy,bensebaini,Left-Back,Defender,13500000.0,1995-04-16,1995,4,25,Algeria
Oscar Wendt,oscar wendt,o,oscar,wendt,Left-Back,Defender,1080000.0,1985-10-24,1985,10,34,Sweden
Andreas Poulsen,andreas poulsen,a,andreas,poulsen,Left-Back,Defender,900000.0,1999-10-13,1999,10,20,Denmark
Stefan Lainer,stefan lainer,s,stefan,lainer,Right-Back,Defender,13050000.0,1992-08-27,1992,8,28,Austria
Jordan Beyer,jordan beyer,j,jordan,beyer,Right-Back,Defender,2070000.0,2000-05-19,2000,5,20,Germany
Michael Lang,michael lang,m,michael,lang,Right-Back,Defender,855000.0,1991-02-08,1991,2,29,Switzerland
Kaan Kurt,kaan kurt,k,kaan,kurt,Right-Back,Defender,180000.0,2001-12-21,2001,12,18,Germany
Denis Zakaria,denis zakaria,d,denis,zakaria,Defensive Midfield,Midfielder,36000000.0,1996-11-20,1996,11,23,Switzerland
Christoph Kramer,christoph kramer,c,christoph,kramer,Defensive Midfield,Midfielder,6300000.0,1991-02-19,1991,2,29,Germany
Florian Neuhaus,florian neuhaus,f,florian,neuhaus,Central Midfield,Midfielder,20700000.0,1997-03-16,1997,3,23,Germany
Jonas Hofmann,jonas hofmann,j,jonas,hofmann,Central Midfield,Midfielder,8100000.0,1992-07-14,1992,7,28,Germany
Lászlo Bénes,laszlo benes,l,laszlo,benes,Central Midfield,Midfielder,7200000.0,1997-09-09,1997,9,22,Slovakia
Valentino Lazaro,valentino lazaro,v,valentino,lazaro,Right Midfield,Midfielder,13500000.0,1996-03-24,1996,3,24,Austria
Hannes Wolf,hannes wolf,h,hannes,wolf,Attacking Midfield,Midfielder,9900000.0,1999-04-16,1999,4,21,Austria
Torben Müsel,torben musel,t,torben,musel,Attacking Midfield,Midfielder,293000.0,1999-07-25,1999,7,21,Germany
Famana Quizera,famana quizera,f,famana,quizera,Attacking Midfield,Midfielder,,2002-04-25,2002,4,18,Portugal
Marcus Thuram,marcus thuram,m,marcus,thuram,Left Winger,Forward,28800000.0,1997-08-06,1997,8,23,France
Keanan Bennetts,keanan bennetts,k,keanan,bennetts,Left Winger,Forward,1170000.0,1999-03-09,1999,3,21,England
Patrick Herrmann,patrick herrmann,p,patrick,herrmann,Right Winger,Forward,4680000.0,1991-02-12,1991,2,29,Germany
Ibrahima Traoré,ibrahima traore,i,ibrahima,traore,Right Winger,Forward,720000.0,1988-04-21,1988,4,32,Guinea
Lars Stindl,lars stindl,l,lars,stindl,Second Striker,Forward,5850000.0,1988-08-26,1988,8,32,Germany
Alassane Plea,alassane plea,a,alassane,plea,Centre-Forward,Forward,27000000.0,1993-03-10,1993,3,27,France
Breel Embolo,breel embolo,b,breel,embolo,Centre-Forward,Forward,14400000.0,1997-02-14,1997,2,23,Switzerland
Julio Villalba,julio villalba,j,julio,villalba,Centre-Forward,Forward,360000.0,1998-09-17,1998,9,21,Paraguay
Alexander Schwolow,alexander schwolow,a,alexander,schwolow,Goalkeeper,Goalkeeper,6300000.0,1992-06-02,1992,6,28,Germany
Rune Jarstein,rune jarstein,r,rune,jarstein,Goalkeeper,Goalkeeper,720000.0,1984-09-29,1984,9,35,Norway
Nils Körber,nils korber,n,nils,korber,Goalkeeper,Goalkeeper,428000.0,1996-11-13,1996,11,23,Germany
Florian Palmowski,florian palmowski,f,florian,palmowski,Goalkeeper,Goalkeeper,90000.0,2001-06-11,2001,6,19,Germany
Niklas Stark,niklas stark,n,niklas,stark,Centre-Back,Defender,11700000.0,1995-04-14,1995,4,25,Germany
Jordan Torunarigha,jordan torunarigha,j,jordan,torunarigha,Centre-Back,Defender,11700000.0,1997-08-07,1997,8,23,Germany
Dedryck Boyata,dedryck boyata,d,dedryck,boyata,Centre-Back,Defender,9000000.0,1990-11-28,1990,11,29,Belgium
Karim Rekik,karim rekik,k,karim,rekik,Centre-Back,Defender,8550000.0,1994-12-02,1994,12,25,Netherlands
Márton Dárdai,marton dardai,m,marton,dardai,Centre-Back,Defender,405000.0,2002-02-12,2002,2,18,Germany
Omar Rekik,omar rekik,o,omar,rekik,Centre-Back,Defender,315000.0,2001-12-20,2001,12,18,Netherlands
Florian Baak,florian baak,f,florian,baak,Centre-Back,Defender,315000.0,1999-03-18,1999,3,21,Germany
Maximilian Mittelstädt,maximilian mittelstadt,m,maximilian,mittelstadt,Left-Back,Defender,9900000.0,1997-03-18,1997,3,23,Germany
Marvin Plattenhardt,marvin plattenhardt,m,marvin,plattenhardt,Left-Back,Defender,4950000.0,1992-01-26,1992,1,28,Germany
Luca Netz,luca netz,l,luca,netz,Left-Back,Defender,,2003-05-15,2003,5,17,Germany
Lukas Klünter,lukas klunter,l,lukas,klunter,Right-Back,Defender,3600000.0,1996-05-26,1996,5,24,Germany
Deyovaisio Zeefuik,deyovaisio zeefuik,d,deyovaisio,zeefuik,Right-Back,Defender,2430000.0,1998-03-11,1998,3,22,Netherlands
Peter Pekarik,peter pekarik,p,peter,pekarik,Right-Back,Defender,360000.0,1986-10-30,1986,10,33,Slovakia
Lucas Tousart,lucas tousart,l,lucas,tousart,Defensive Midfield,Midfielder,14400000.0,1997-04-29,1997,4,23,France
Arne Maier,arne maier,a,arne,maier,Defensive Midfield,Midfielder,13950000.0,1999-01-08,1999,1,21,Germany
Santiago Ascacíbar,santiago ascacibar,s,santiago,ascacibar,Defensive Midfield,Midfielder,7200000.0,1997-02-25,1997,2,23,Argentina
